Fecha;"TIEMPO";"MJA-1-X";"MJA-1-Y";"MJA-1-Z";"MJA-2-X";"MJA-2-Y";"MJA-2-Z"
14/07/2017;14/07/2017 0:08:13;11,64;12,56;5,74;12,07;14,02;4,26
15/07/2017;15/07/2017 0:08:13;11,64;12,55;5,74;12,07;14,02;4,25
16/07/2017;16/07/2017 0:08:13;11,64;12,55;5,74;12,07;14,02;4,25
17/07/2017;17/07/2017 0:08:13;11,64;12,55;5,74;12,07;14,02;4,24
18/07/2017;18/07/2017 0:08:13;11,64;12,55;5,74;12,07;14,02;4,24
19/07/2017;19/07/2017 0:08:13;11,64;12,55;5,74;12,07;14,02;4,24
20/07/2017;20/07/2017 0:08:13;11,64;12,55;5,74;12,07;14,02;4,23
21/07/2017;21/07/2017 0:08:13;11,64;12,55;5,74;12,07;14,01;4,22
22/07/2017;22/07/2017 0:08:13;11,64;12,55;5,74;12,07;14,01;4,21
23/07/2017;23/07/2017 0:08:13;11,64;12,55;5,74;12,07;14,01;4,21
24/07/2017;24/07/2017 0:08:13;11,64;12,55;5,74;12,07;14,01;4,21
25/07/2017;25/07/2017 0:08:13;11,64;12,55;5,74;12,07;14,01;4,21
26/07/2017;26/07/2017 0:08:13;11,64;12,56;5,74;12,07;14,01;4,21
27/07/2017;27/07/2017 0:08:13;11,64;12,55;5,74;12,07;14,00;4,21
28/07/2017;28/07/2017 0:08:13;11,64;12,55;5,74;12,07;14,00;4,20
29/07/2017;29/07/2017 0:08:13;11,64;12,55;5,74;12,08;14,00;4,20
30/07/2017;30/07/2017 0:08:13;11,64;12,55;5,74;12,08;14,00;4,19
31/07/2017;31/07/2017 0:08:13;11,64;12,55;5,74;12,08;14,00;4,19
01/08/2017;01/08/2017 0:08:13;11,64;12,55;5,74;12,08;13,99;4,19
02/08/2017;02/08/2017 0:04:01;11,64;12,55;5,74;12,07;13,99;4,18
03/08/2017;03/08/2017 8:53:50;11,64;12,55;5,74;12,07;13,94;4,17
04/08/2017;04/08/2017 0:03:50;11,64;12,56;5,74;12,08;13,94;4,17
05/08/2017;05/08/2017 0:03:50;11,64;12,56;5,75;12,08;13,94;4,17
06/08/2017;06/08/2017 0:03:50;11,64;12,56;5,75;12,08;13,94;4,17
07/08/2017;07/08/2017 0:03:50;11,64;12,56;5,75;12,08;13,94;4,16
08/08/2017;08/08/2017 0:03:50;11,64;12,56;5,75;12,08;13,94;4,15
09/08/2017;09/08/2017 8:12:59;11,64 u.;12,55 u.;5,75 u.;12,08 u.;13,93 u.;4,14 u.
10/08/2017;10/08/2017 0:07:54;11,64;12,55;5,75;12,08;13,93;4,14
11/08/2017;11/08/2017 0:07:54;11,64;12,55;5,75;12,08;13,93;4,14
12/08/2017;12/08/2017 0:07:54;11,64;12,56;5,75;12,08;13,93;4,14
13/08/2017;13/08/2017 0:07:54;11,64;12,56;5,75;12,08;13,93;4,14
14/08/2017;14/08/2017 0:07:54;11,64;12,56;5,75;12,08;13,93;4,14
15/08/2017;15/08/2017 0:07:54;11,64;12,56;5,75;12,08;13,92;4,14
16/08/2017;16/08/2017 0:07:54;11,64;12,55;5,75;12,08;13,92;4,14
17/08/2017;17/08/2017 0:07:54;11,64;12,56;5,75;12,08;13,92;4,14
18/08/2017;18/08/2017 0:07:54;11,64;12,56;5,75;12,08;13,92;4,14
19/08/2017;19/08/2017 0:07:54;11,64;12,56;5,75;12,08;13,92;4,14
20/08/2017;20/08/2017 0:07:54;11,64;12,56;5,75;12,08;13,91;4,14
21/08/2017;21/08/2017 0:07:54;11,64;12,56;5,75;12,08;13,91;4,14
22/08/2017;22/08/2017 0:07:54;11,64;12,56;5,75;12,08;13,91;4,14
23/08/2017;23/08/2017 0:07:54;11,64;12,55;5,75;12,08;13,91;4,14
24/08/2017;24/08/2017 0:07:54;11,64;12,56;5,76;12,08;13,90;4,14
25/08/2017;25/08/2017 0:07:54;11,64;12,55;5,76;12,08;13,90;4,14
26/08/2017;26/08/2017 0:07:54;11,64;12,56;5,76;12,08;13,90;4,14
27/08/2017;27/08/2017 0:07:54;11,64;12,56;5,76;12,08;13,89;4,14
28/08/2017;28/08/2017 0:07:54;11,64;12,55;5,76;12,08;13,89;4,13
29/08/2017;29/08/2017 0:07:54;11,64;12,55;5,76;12,08;13,88;4,13
30/08/2017;30/08/2017 0:07:54;11,64;12,55;5,75;12,08;13,88;4,13
31/08/2017;31/08/2017 0:07:54;11,64;12,55;5,76;12,08;13,88;4,13
01/09/2017;01/09/2017 0:07:54;11,64;12,55;5,76;12,08;13,88;4,13
02/09/2017;02/09/2017 0:07:54;11,64;12,55;5,76;12,08;13,88;4,14
03/09/2017;03/09/2017 0:07:54;11,64;12,55;5,76;12,08;13,88;4,14
04/09/2017;04/09/2017 0:07:54;11,64;12,55;5,76;12,08;13,87;4,14
05/09/2017;05/09/2017 0:07:54;11,64;12,55;5,76;12,08;13,87;4,14
06/09/2017;06/09/2017 0:07:54;11,64;12,55;5,77;12,08;13,87;4,14
07/09/2017;07/09/2017 0:07:54;11,64;12,55;5,77;12,08;13,87;4,14
08/09/2017;08/09/2017 0:07:54;11,64;12,55;5,77;12,08;13,87;4,14
09/09/2017;09/09/2017 0:07:54;11,64;12,55;5,77;12,08;13,86;4,14
10/09/2017;10/09/2017 0:07:54;11,64;12,55;5,77;12,08;13,86;4,14
11/09/2017;11/09/2017 0:07:54;11,64;12,55;5,77;12,08;13,86;4,14
12/09/2017;12/09/2017 0:07:54;11,64;12,55;5,78;12,08;13,86;4,15
13/09/2017;13/09/2017 0:07:54;11,64;12,56;5,78;12,08;13,85;4,16
14/09/2017;14/09/2017 0:07:54;11,64;12,56;5,78;12,08;13,85;4,15
15/09/2017;15/09/2017 0:07:54;11,64;12,56;5,78;12,08;13,84;4,15
16/09/2017;16/09/2017 0:07:54;11,64;12,55;5,78;12,08;13,84;4,15
17/09/2017;17/09/2017 0:07:54;11,63;12,55;5,78;12,08;13,84;4,16
18/09/2017;18/09/2017 0:07:54;11,63;12,55;5,78;12,08;13,83;4,16
19/09/2017;19/09/2017 0:07:54;11,63;12,56;5,79;12,08;13,83;4,17
20/09/2017;20/09/2017 0:07:54;11,64;12,56;5,79;12,08;13,82;4,18
21/09/2017;21/09/2017 0:07:54;11,64;12,56;5,79;12,08;13,82;4,18
22/09/2017;22/09/2017 0:07:54;11,64;12,56;5,79;12,08;13,82;4,18
23/09/2017;23/09/2017 0:08:52;11,64;12,56;5,80;12,08;13,81;4,19
24/09/2017;24/09/2017 0:08:52;11,64;12,56;5,80;12,08;13,80;4,19
25/09/2017;25/09/2017 0:08:52;11,64;12,56;5,80;12,08;13,80;4,19
26/09/2017;26/09/2017 0:08:52;11,64;12,56;5,80;12,08;13,80;4,20
27/09/2017;27/09/2017 0:08:52;11,64;12,56;5,80;12,08;13,79;4,20
28/09/2017;28/09/2017 0:08:52;11,63;12,55;5,80;12,07;13,78;4,20
29/09/2017;29/09/2017 0:08:52;11,64;12,56;5,80;12,07;13,78;4,20
30/09/2017;30/09/2017 0:08:52;11,64;12,56;5,81;12,08;13,78;4,21
01/10/2017;01/10/2017 0:08:52;11,64;12,56;5,81;12,08;13,78;4,21
02/10/2017;02/10/2017 0:08:52;11,64;12,56;5,82;12,08;13,77;4,22
03/10/2017;03/10/2017 0:08:52;11,64;12,56;5,82;12,08;13,77;4,22
04/10/2017;04/10/2017 0:08:52;11,64;12,56;5,82;12,08;13,77;4,22
05/10/2017;05/10/2017 0:08:52;11,64;12,56;5,82;12,08;13,76;4,22
06/10/2017;06/10/2017 0:08:52;11,64;12,56;5,82;12,08;13,75;4,22
07/10/2017;07/10/2017 0:08:52;11,64;12,56;5,82;12,08;13,75;4,22
08/10/2017;08/10/2017 0:08:52;11,64;12,56;5,83;12,08;13,74;4,22
09/10/2017;09/10/2017 0:08:52;11,64;12,56;5,83;12,08;13,74;4,22
10/10/2017;10/10/2017 0:08:52;11,64;12,56;5,83;12,08;13,74;4,22
11/10/2017;11/10/2017 0:08:52;11,64;12,56;5,83;12,08;13,73;4,22
12/10/2017;12/10/2017 0:08:52;11,64;12,56;5,83;12,08;13,73;4,22
13/10/2017;13/10/2017 0:08:52;11,64;12,56;5,83;12,08;13,73;4,22
14/10/2017;14/10/2017 0:08:52;11,64;12,56;5,83;12,08;13,73;4,22
15/10/2017;15/10/2017 0:08:52;11,64;12,56;5,83;12,08;13,72;4,22
16/10/2017;16/10/2017 0:08:52;11,65;12,55;5,83;12,08;13,72;4,22
17/10/2017;17/10/2017 0:08:52;11,64;12,55;5,84;12,08;13,71;4,22
18/10/2017;18/10/2017 0:08:52;11,64;12,55;5,84;12,08;13,71;4,22
19/10/2017;19/10/2017 0:08:52;11,64;12,53;5,83;12,08;13,70;4,22
20/10/2017;20/10/2017 0:08:52;11,64;12,53;5,82;12,08;13,71;4,22
21/10/2017;21/10/2017 0:08:52;11,64;12,53;5,82;12,08;13,71;4,22
22/10/2017;22/10/2017 0:08:52;11,64;12,53;5,82;12,08;13,71;4,22
23/10/2017;23/10/2017 0:08:52;11,64;12,53;5,82;12,08;13,71;4,22
24/10/2017;24/10/2017 0:08:52;11,64;12,53;5,81;12,08;13,71;4,22
25/10/2017;25/10/2017 0:08:52;11,64;12,53;5,81;12,08;13,71;4,22
26/10/2017;26/10/2017 0:08:52;11,64;12,53;5,81;12,08;13,71;4,22
27/10/2017;27/10/2017 0:08:52;11,64;12,53;5,81;12,08;13,71;4,22
28/10/2017;28/10/2017 0:01:00;11,64;12,53;5,81;12,08;13,71;4,23
29/10/2017;29/10/2017 0:01:00;11,64;12,53;5,81;12,08;13,71;4,23
30/10/2017;30/10/2017 0:01:00;11,63;12,53;5,81;12,08;13,71;4,23
31/10/2017;31/10/2017 0:01:00;11,63;12,53;5,81;12,08;13,71;4,23
01/11/2017;01/11/2017 0:01:00;11,63;12,53;5,81;12,08;13,71;4,23
02/11/2017;02/11/2017 0:01:00;11,63;12,53;5,81;12,08;13,71;4,23
03/11/2017;03/11/2017 0:01:00;11,63;12,53;5,81;12,08;13,70;4,23
04/11/2017;04/11/2017 0:01:00;11,63;12,53;5,81;12,08;13,70;4,23
05/11/2017;05/11/2017 0:01:00;11,63;12,53;5,80;12,08;13,70;4,23
06/11/2017;06/11/2017 0:01:00;11,63;12,53;5,80;12,08;13,70;4,23
07/11/2017;07/11/2017 10:17:16;11,62;12,52;5,80;12,07;13,70;4,22
08/11/2017;08/11/2017 0:07:16;11,62;12,52;5,80;12,07;13,70;4,23
09/11/2017;09/11/2017 0:07:16;11,62;12,52;5,80;12,07;13,70;4,23
10/11/2017;10/11/2017 0:07:16;11,62;12,52;5,80;12,07;13,70;4,23
13/11/2017;13/11/2017 9:55:46;11,62;12,52;5,80;12,07;13,69;4,23
14/11/2017;14/11/2017 0:05:46;11,62;12,52;5,80;12,07;13,70;4,24
15/11/2017;15/11/2017 0:05:46;11,62;12,52;5,80;12,07;13,69;4,22
16/11/2017;16/11/2017 0:05:46;11,62;12,52;5,80;12,07;13,70;4,23
17/11/2017;17/11/2017 0:05:46;11,62;12,52;5,80;12,07;13,70;4,23
18/11/2017;18/11/2017 0:05:46;11,62;12,52;5,80;12,07;13,69;4,23
19/11/2017;19/11/2017 0:05:46;11,62;12,52;5,80;12,07;13,69;4,23
20/11/2017;20/11/2017 0:05:46;11,62;12,52;5,80;12,07;13,69;4,23
21/11/2017;21/11/2017 0:05:46;11,62;12,52;5,80;12,07;13,69;4,23
22/11/2017;22/11/2017 0:05:46;11,62;12,52;5,80;12,07;13,69;4,23
23/11/2017;23/11/2017 0:05:46;11,62;12,52;5,80;12,07;13,69;4,23
24/11/2017;24/11/2017 0:05:46;11,62;12,52;5,80;12,08;13,70;4,23
25/11/2017;25/11/2017 0:05:46;11,62;12,52;5,80;12,08;13,70;4,23
26/11/2017;26/11/2017 0:05:46;11,62;12,52;5,80;12,08;13,69;4,22
27/11/2017;27/11/2017 0:05:46;11,62;12,52;5,80;12,08;13,70;4,22
28/11/2017;28/11/2017 0:05:46;11,62;12,52;5,80;12,08;13,69;4,22
29/11/2017;29/11/2017 0:05:46;11,62;12,52;5,80;12,08;13,70;4,22
30/11/2017;30/11/2017 0:05:46;11,62;12,51;5,80;12,08;13,70;4,26
01/12/2017;01/12/2017 0:05:46;11,62;12,51;5,79;12,07;13,69;4,26
02/12/2017;02/12/2017 0:05:46;11,62;12,50;5,78;12,07;13,69;4,27
03/12/2017;03/12/2017 0:05:46;11,61;12,50;5,78;12,07;13,68;4,27
04/12/2017;04/12/2017 0:05:46;11,61;12,50;5,78;12,07;13,68;4,27
05/12/2017;05/12/2017 0:05:46;11,61;12,49;5,78;12,07;13,68;4,28
06/12/2017;06/12/2017 0:05:46;11,61;12,49;5,78;12,07;13,69;4,29
07/12/2017;07/12/2017 0:05:46;11,61;12,49;5,78;12,07;13,69;4,29
08/12/2017;08/12/2017 0:05:46;11,61;12,49;5,78;12,07;13,68;4,29
09/12/2017;09/12/2017 0:05:46;11,62;12,49;5,78;12,07;13,69;4,30
10/12/2017;10/12/2017 0:05:46;11,62;12,49;5,78;12,07;13,69;4,30
11/12/2017;11/12/2017 0:05:46;11,62;12,50;5,78;12,08;13,69;4,30
12/12/2017;12/12/2017 0:05:46;11,62;12,49;5,78;12,07;13,69;4,30
13/12/2017;13/12/2017 0:05:46;11,61;12,49;5,78;12,07;13,68;4,30
14/12/2017;14/12/2017 0:05:46;11,61;12,49;5,78;12,07;13,68;4,30
15/12/2017;15/12/2017 0:05:46;11,62;12,49;5,78;12,07;13,69;4,31
16/12/2017;16/12/2017 0:05:46;11,62;12,50;5,78;12,07;13,69;4,32
17/12/2017;17/12/2017 0:05:46;11,62;12,49;5,78;12,07;13,69;4,30
18/12/2017;18/12/2017 0:05:46;11,61;12,49;5,77;12,07;13,68;4,30
19/12/2017;19/12/2017 0:05:46;11,61;12,49;5,77;12,07;13,68;4,30
20/12/2017;20/12/2017 0:05:46;11,62;12,49;5,77;12,07;13,69;4,30
21/12/2017;21/12/2017 0:05:46;11,61;12,49;5,77;12,07;13,69;4,31
22/12/2017;22/12/2017 0:05:46;11,61;12,49;5,77;12,07;13,69;4,31
23/12/2017;23/12/2017 0:05:46;11,61;12,49;5,77;12,07;13,69;4,30
24/12/2017;24/12/2017 0:05:46;11,62;12,49;5,78;12,07;13,69;4,31
25/12/2017;25/12/2017 0:05:46;11,62;12,49;5,78;12,07;13,69;4,31
26/12/2017;26/12/2017 0:05:46;11,62;12,49;5,78;12,07;13,69;4,30
27/12/2017;27/12/2017 0:05:46;11,62;12,49;5,78;12,07;13,69;4,30
28/12/2017;28/12/2017 0:05:46;11,62;12,49;5,78;12,07;13,69;4,30
31/12/2017;31/12/2017 13:49:36;11,62;12,49;5,78;12,06;13,69;4,29
02/01/2018;02/01/2018 11:29:44;11,61;12,49;5,77;12,06;13,69;4,27
03/01/2018;03/01/2018 0:09:44;11,62;12,49;5,77;12,06;13,69;4,29
04/01/2018;04/01/2018 0:09:44;11,62;12,49;5,78;12,06;13,69;4,29
05/01/2018;05/01/2018 0:09:44;11,62;12,49;5,78;12,06;13,69;4,29
06/01/2018;06/01/2018 0:09:04;11,62;12,49;5,78;12,06;13,69;4,29
07/01/2018;07/01/2018 0:09:04;11,61;12,49;5,77;12,05;13,70;4,29
08/01/2018;08/01/2018 0:09:04;11,61;12,49;5,76;12,04;13,71;4,29
09/01/2018;09/01/2018 0:09:04;11,61;12,49;5,76;12,04;13,73;4,30
10/01/2018;10/01/2018 0:09:04;11,61;12,49;5,76;12,04;13,76;4,31
11/01/2018;11/01/2018 0:09:04;11,62;12,49;5,76;12,04;13,78;4,32
12/01/2018;12/01/2018 0:09:04;11,61;12,49;5,76;12,04;13,78;4,32
13/01/2018;13/01/2018 0:09:04;11,61;12,49;5,76;12,04;13,78;4,32
14/01/2018;14/01/2018 0:09:04;11,61;12,49;5,76;12,03;13,78;4,32
15/01/2018;15/01/2018 0:09:04;11,61;12,49;5,76;12,03;13,79;4,33
16/01/2018;16/01/2018 0:09:04;11,61;12,49;5,76;12,03;13,79;4,31
17/01/2018;17/01/2018 0:09:04;11,61;12,49;5,76;12,04;13,80;4,32
18/01/2018;18/01/2018 0:09:04;11,62;12,49;5,76;12,04;13,80;4,33
19/01/2018;19/01/2018 0:09:04;11,62;12,49;5,76;12,04;13,80;4,33
20/01/2018;20/01/2018 0:09:04;11,62;12,49;5,76;12,04;13,80;4,32
21/01/2018;21/01/2018 0:09:04;11,62;12,49;5,76;12,04;13,80;4,32
22/01/2018;22/01/2018 0:09:04;11,62;12,49;5,76;12,04;13,80;4,32
23/01/2018;23/01/2018 0:09:04;11,62;12,49;5,76;12,04;13,81;4,32
24/01/2018;24/01/2018 0:00:25;11,62;12,49;5,76;12,04;13,81;4,32
25/01/2018;25/01/2018 0:00:25;11,62;12,49;5,76;12,04;13,81;4,32
26/01/2018;26/01/2018 0:00:25;11,62;12,49;5,76;12,03;13,81;4,31
27/01/2018;27/01/2018 0:00:25;11,61;12,49;5,76;12,03;13,81;4,31
28/01/2018;28/01/2018 0:00:25;11,61;12,49;5,76;12,03;13,81;4,31
29/01/2018;29/01/2018 0:00:25;11,61;12,49;5,76;12,04;13,81;4,30
30/01/2018;30/01/2018 0:00:25;11,62;12,49;5,76;12,04;13,82;4,31
31/01/2018;31/01/2018 0:00:25;11,62;12,49;5,76;12,04;13,82;4,31
01/02/2018;01/02/2018 0:00:25;11,62;12,49;5,76;12,04;13,83;4,31
02/02/2018;02/02/2018 0:00:25;11,62;12,49;5,76;12,04;13,83;4,31
03/02/2018;03/02/2018 0:00:25;11,61;12,49;5,76;12,04;13,83;4,30
04/02/2018;04/02/2018 0:00:25;11,61;12,49;5,76;12,04;13,83;4,30
05/02/2018;05/02/2018 0:00:25;11,61;12,49;5,76;12,03;13,83;4,30
06/02/2018;06/02/2018 0:00:25;11,61;12,49;5,76;12,03;13,84;4,31
07/02/2018;07/02/2018 0:00:25;11,61;12,49;5,76;12,03;13,84;4,30
08/02/2018;08/02/2018 0:00:25;11,61;12,49;5,76;12,04;13,84;4,29
09/02/2018;09/02/2018 0:00:25;11,61;12,49;5,75;12,04;13,84;4,28
10/02/2018;10/02/2018 0:00:25;11,61;12,49;5,75;12,04;13,85;4,30
11/02/2018;11/02/2018 0:00:25;11,61;12,49;5,76;12,04;13,86;4,30
12/02/2018;12/02/2018 0:00:25;11,61;12,49;5,76;12,04;13,86;4,30
13/02/2018;13/02/2018 0:00:25;11,61;12,49;5,76;12,04;13,86;4,30
14/02/2018;14/02/2018 0:00:25;11,61;12,49;5,76;12,04;13,86;4,29
15/02/2018;15/02/2018 0:00:25;11,61;12,49;5,76;12,04;13,86;4,30
16/02/2018;16/02/2018 0:00:25;11,61;12,49;5,76;12,04;13,86;4,30
17/02/2018;17/02/2018 0:00:25;11,62;12,49;5,76;12,04;13,86;4,30
18/02/2018;18/02/2018 0:00:25;11,61;12,49;5,76;12,04;13,86;4,29
19/02/2018;19/02/2018 0:00:25;11,62;12,49;5,76;12,04;13,87;4,29
20/02/2018;20/02/2018 0:00:25;11,61;12,49;5,76;12,04;13,87;4,29
21/02/2018;21/02/2018 0:00:25;11,62;12,49;5,76;12,05;13,87;4,29
22/02/2018;22/02/2018 0:00:25;11,62;12,49;5,76;12,05;13,87;4,29
23/02/2018;23/02/2018 0:00:25;11,61;12,49;5,76;12,05;13,87;4,28
24/02/2018;24/02/2018 0:00:25;11,61;12,49;5,76;12,05;13,87;4,28
25/02/2018;25/02/2018 0:00:25;11,61;12,49;5,76;12,05;13,87;4,28
26/02/2018;26/02/2018 0:00:25;11,61;12,49;5,76;12,05;13,87;4,28
27/02/2018;27/02/2018 0:00:25;11,61;12,49;5,76;12,05;13,88;4,28
28/02/2018;28/02/2018 0:00:25;11,61;12,49;5,76;12,05;13,89;4,28
01/03/2018;01/03/2018 0:00:25;11,61;12,49;5,76;12,05;13,91;4,28
02/03/2018;02/03/2018 0:00:25;11,61;12,49;5,76;12,05;13,95;4,28
03/03/2018;03/03/2018 0:00:25;11,61;12,49;5,76;12,04;14,01;4,30
04/03/2018;04/03/2018 14:23:01;11,61;12,49;5,75;12,04;14,16;4,31
05/03/2018;05/03/2018 0:03:01;11,61;12,49;5,75;12,04;14,17;4,32
06/03/2018;06/03/2018 0:03:01;11,61;12,49;5,75;12,03;14,26;4,34
07/03/2018;07/03/2018 0:03:01;11,61;12,49;5,74;12,03;14,32;4,35
08/03/2018;08/03/2018 0:03:01;11,61;12,49;5,74;12,03;14,38;4,37
09/03/2018;09/03/2018 0:03:01;11,61;12,49;5,74;12,03;14,43;4,38
10/03/2018;10/03/2018 0:03:01;11,61;12,49;5,74;12,02;14,50;4,39
11/03/2018;11/03/2018 0:03:01;11,61;12,49;5,74;12,02;14,58;4,41
12/03/2018;12/03/2018 0:03:01;11,61;12,49;5,73;12,00;14,67;4,43
13/03/2018;13/03/2018 0:03:01;11,61;12,49;5,72;12,00;14,72;4,45
14/03/2018;14/03/2018 0:03:01;11,62;12,49;5,72;11,99;14,75;4,47
15/03/2018;15/03/2018 0:03:02;11,62;12,49;5,72;11,98;14,77;4,48
16/03/2018;16/03/2018 0:03:02;11,62;12,49;5,72;11,97;14,82;4,51
17/03/2018;17/03/2018 0:03:02;11,62;12,49;5,71;11,96;14,87;4,52
18/03/2018;18/03/2018 0:03:02;11,61;12,49;5,71;11,95;14,90;4,54
19/03/2018;19/03/2018 0:03:02;11,61;12,49;5,68;11,88;15,10;4,65
20/03/2018;20/03/2018 0:03:02;11,61;12,49;5,67;11,86;15,15;4,68
21/03/2018;21/03/2018 0:03:02;11,61;12,49;5,66;11,85;15,18;4,70
22/03/2018;22/03/2018 0:03:02;11,61;12,49;5,66;11,85;15,19;4,71
23/03/2018;23/03/2018 0:03:02;11,61;12,49;5,66;11,85;15,20;4,72
24/03/2018;24/03/2018 0:03:02;11,61;12,49;5,66;11,85;15,20;4,73
25/03/2018;25/03/2018 0:03:02;11,61;12,49;5,66;11,84;15,23;4,75
26/03/2018;26/03/2018 0:03:02;11,61;12,49;5,66;11,83;15,23;4,76
